leftUltrasonic,upperLeftUltrasonic, middleUltrasonic, upperRightUltrasonic,rightUltrasonic,L0,L1,L2,xAccel,yAccel,zAccel,xGyro,yGyro,zGyro,xMag,yMag,zMag,servoAngle,state
8,20,17,60,5,1,1,1,449,-214,8683,1,-12,81,291,-121,-749,90,1
9,29,14,47,14,1,1,1,639,-412,8499,141,35,2323,296,-166,-744,90,1
84,27,15,13,6,1,1,1,641,-152,8578,112,19,2288,290,-214,-752,90,1
9,31,26,13,46,1,1,1,492,-250,8533,89,14,2045,269,-235,-743,90,1
8,61,27,14,49,1,1,1,424,-169,8653,112,-10,2156,240,-272,-750,90,1
76,77,78,19,18,1,1,1,422,-272,8596,141,10,2498,198,-276,-746,90,1
8,44,25,28,19,1,1,1,487,-190,8579,143,-1,2395,153,-289,-747,90,0
54,76,73,107,6,1,1,1,73,-197,8557,-16,-33,-22,140,-296,-738,90,0
8,71,69,23,7,1,1,1,372,-222,8540,-25,7,-15,158,-296,-736,90,0
7,52,64,107,19,1,1,1,423,-205,8562,-1,38,110,150,-304,-746,90,0
6,48,59,103,17,1,1,1,447,-180,8555,-10,43,37,159,-303,-741,90,0
61,55,55,113,6,1,1,1,292,-218,8573,-7,10,2,153,-301,-737,90,0
8,50,48,110,5,1,1,1,279,-258,8576,4,34,29,148,-304,-734,90,0
8,45,43,114,13,1,1,1,332,-185,8483,-25,37,168,137,-319,-735,90,0
8,39,38,86,11,1,1,1,286,-196,8544,-30,-6,98,129,-311,-741,90,0
8,36,33,101,11,1,1,1,325,-158,8448,-12,-21,28,122,-320,-726,90,1
65,77,31,34,6,1,1,1,478,-158,8602,91,-6,1744,74,-304,-720,90,0
63,56,28,29,13,1,1,1,107,-151,8524,-6,-44,152,74,-292,-724,90,0
63,54,24,28,105,1,1,1,212,-171,8620,-11,81,22,63,-289,-715,90,0
7,47,19,20,14,1,1,1,242,-115,8478,11,22,78,59,-299,-715,90,1
7,44,19,16,29,1,1,1,561,-534,8553,86,52,1905,28,-276,-708,90,1
7,42,26,16,4,1,1,1,333,-288,8621,126,6,2416,-10,-238,-700,90,1
78,54,61,19,22,1,1,1,436,-53,8640,156,38,2552,-16,-194,-692,90,1
75,54,56,22,7,1,1,1,274,-115,8659,109,-9,2335,-29,-143,-707,90,0
75,53,54,23,22,1,1,1,147,-193,8677,-35,-7,76,-24,-134,-686,90,0
7,48,49,22,22,1,1,1,219,-141,8581,-25,-5,86,-37,-121,-667,90,0
8,44,44,102,20,1,1,1,315,-152,8593,-7,41,166,-54,-112,-636,90,0
7,39,40,19,18,1,1,1,394,-175,8476,-23,-46,91,-68,-80,-610,90,1
81,43,37,49,6,1,1,1,449,-81,8627,100,23,2040,-43,-21,-603,90,0
8,41,33,38,5,1,1,1,217,-185,8567,-29,14,61,-30,12,-602,90,0
66,36,29,31,17,1,1,1,286,-219,8555,14,14,166,-4,20,-604,90,0
9,64,24,29,18,1,1,1,395,-190,8498,9,-25,123,24,10,-610,90,0
6,32,19,23,5,1,1,1,476,-146,8471,2,-21,40,48,-20,-620,90,1
6,50,18,38,7,1,1,1,545,-221,8617,154,8,2406,80,-24,-636,90,1
7,47,24,16,6,1,1,1,604,-305,8515,150,63,3238,121,-15,-657,90,1
9,71,47,20,22,1,1,1,574,-207,8568,192,-28,3402,179,-11,-673,90,1
8,72,72,47,22,1,1,1,338,-91,8575,125,30,2766,223,-21,-671,90,0
8,70,70,44,6,1,1,1,292,-181,8575,-24,-49,66,216,-26,-684,90,0
7,40,68,40,6,1,1,1,402,-230,8539,-9,29,34,195,-17,-699,90,0
52,62,59,62,23,1,1,1,379,-233,8481,-54,46,162,187,-15,-697,90,0
6,40,54,33,23,1,1,1,544,-266,8548,-5,31,114,186,-12,-712,90,0
53,75,48,29,5,1,1,1,452,-241,8630,-18,-47,128,181,-19,-707,90,0
8,41,44,47,23,1,1,1,511,-213,8515,6,48,104,181,-21,-717,90,0
7,40,39,40,7,1,1,1,519,-252,8595,7,66,176,182,-4,-720,90,0
54,55,33,38,23,1,1,1,423,-121,8514,28,56,91,189,-5,-725,90,0
53,73,28,34,24,1,1,1,375,-211,8546,-23,-49,132,183,-7,-719,90,0
9,35,23,32,7,1,1,1,419,-165,8524,31,31,213,191,1,-719,90,0
51,54,17,18,22,1,1,1,426,-283,8551,15,38,178,188,-8,-730,90,1
8,46,17,14,5,1,1,1,633,-443,8489,137,49,2685,215,-31,-731,90,1
7,37,45,14,5,1,1,1,632,-296,8597,233,-8,3880,259,-65,-733,90,1
7,47,41,76,6,1,1,1,586,-273,8474,218,-29,3859,290,-132,-744,90,0
8,45,39,42,19,1,1,1,192,-152,8535,25,-8,19,294,-140,-746,90,0
7,38,35,42,19,1,1,1,358,-172,8592,-4,127,53,290,-150,-746,90,0
7,34,29,73,5,1,1,1,332,-144,8528,-24,-10,66,294,-142,-740,90,0
63,34,25,67,5,1,1,1,496,-169,8600,11,8,128,300,-144,-742,90,0
8,31,19,51,6,1,1,1,518,-114,8624,32,56,88,290,-156,-750,90,1
7,30,19,19,20,1,1,1,614,-555,8417,131,23,2800,295,-185,-747,90,1
80,75,29,18,55,1,1,1,572,-128,8490,156,-63,3183,273,-239,-741,90,1
85,73,78,20,7,1,1,1,408,-217,8534,116,1,2076,220,-274,-748,90,1
9,62,74,23,23,1,1,1,289,-104,8592,91,-35,1669,193,-283,-737,90,0
77,71,72,28,22,1,1,1,111,-234,8618,-11,27,-63,195,-293,-747,90,0
8,66,68,19,20,1,1,1,322,-260,8544,12,39,-23,197,-291,-737,90,0
8,61,64,14,19,1,1,1,334,-297,8530,-38,38,27,192,-302,-750,90,1
7,48,60,101,20,1,1,1,309,-228,8613,90,14,1895,156,-300,-740,90,0
8,50,57,61,15,1,1,1,121,-218,8666,5,-15,7,159,-307,-739,90,0
56,54,53,109,13,1,1,1,378,-241,8572,2,19,-14,158,-310,-742,90,0
61,51,47,106,7,1,1,1,351,-261,8589,-7,-34,-21,148,-306,-732,90,0
9,43,41,113,6,1,1,1,381,-154,8518,29,83,-53,136,-314,-738,90,0
7,37,36,77,9,1,1,1,368,-226,8548,14,-11,43,139,-313,-737,90,0
9,57,32,83,9,1,1,1,429,-258,8639,18,23,58,134,-328,-732,90,1
66,77,29,122,10,1,1,1,546,64,8563,115,52,1991,79,-307,-723,90,0
66,55,27,120,6,1,1,1,135,-234,8586,-17,44,86,79,-301,-721,90,0
8,57,22,26,7,1,1,1,297,-171,8533,-4,31,128,75,-299,-725,90,0
7,49,18,20,11,1,1,1,332,-205,8534,-21,-21,11,70,-298,-716,90,1
7,47,17,16,6,1,1,1,699,-357,8645,142,17,2569,25,-285,-719,90,1
6,45,20,15,4,1,1,1,418,-355,8574,124,-16,2609,-7,-239,-723,90,1
80,57,60,18,22,1,1,1,440,-45,8531,129,0,2732,-32,-204,-700,90,1
79,57,57,23,21,1,1,1,208,-77,8559,96,44,2285,-25,-141,-709,90,0
75,55,55,21,21,1,1,1,160,-163,8564,2,15,7,-22,-124,-700,90,0
77,51,51,81,22,1,1,1,284,-123,8553,-14,49,-26,-27,-131,-669,90,0
83,46,46,18,5,1,1,1,325,-230,8514,11,51,49,-55,-119,-635,90,1
8,47,44,53,19,1,1,1,654,-69,8528,128,24,2475,-38,-58,-632,90,0
9,64,41,80,19,1,1,1,263,-93,8604,-44,-94,123,-41,-29,-617,90,0
7,42,37,49,19,1,1,1,420,-153,8576,-25,-31,38,-39,-15,-609,90,0
81,39,32,35,18,1,1,1,343,-230,8534,-4,45,9,-18,12,-598,90,0
7,57,26,28,18,1,1,1,433,-224,8582,9,20,62,16,6,-616,90,0
8,30,21,34,20,1,1,1,450,-179,8606,-22,-25,163,35,-9,-613,90,0
7,65,16,32,6,1,1,1,521,-243,8598,-9,11,52,52,-32,-634,90,1
77,48,14,13,5,1,1,1,779,-143,8546,176,-13,2687,70,-42,-650,90,1
8,46,21,13,30,1,1,1,662,-335,8604,168,8,3308,106,-30,-652,90,1
8,59,46,46,19,1,1,1,653,-59,8544,210,-7,3599,163,-23,-671,90,1
6,95,72,44,21,1,1,1,426,-191,8585,140,12,3157,219,-29,-675,90,0
7,92,69,43,5,1,1,1,257,-207,8654,-44,40,110,220,-28,-682,90,0
9,40,66,66,23,1,1,1,355,-201,8609,-4,-4,133,213,-31,-705,90,0
9,38,57,37,23,1,1,1,469,-223,8541,12,60,95,210,-20,-702,90,0
53,75,53,32,22,1,1,1,394,-234,8459,-40,-12,86,196,-20,-708,90,0
52,54,47,31,5,1,1,1,505,-264,8625,-38,-26,126,196,-8,-718,90,0
8,42,44,43,24,1,1,1,515,-293,8500,17,-24,140,190,-12,-724,90,0
53,59,38,38,6,1,1,1,479,-225,8645,-24,59,88,187,-9,-729,90,0
9,32,17,17,26,1,1,1,443,-165,8588,-10,-9,133,195,-21,-731,90,1
55,43,18,14,31,1,1,1,860,-287,8554,165,-14,2776,229,-35,-745,90,1
7,39,43,13,5,1,1,1,631,-245,8618,185,21,3487,265,-75,-741,90,1
9,29,17,43,17,1,1,1,442,-218,8571,2,-21,26,295,-153,-751,90,1
81,26,16,77,20,1,1,1,691,-382,8516,128,44,2611,295,-187,-743,90,1
64,76,25,14,46,1,1,1,634,-133,8541,175,9,2936,270,-234,-744,90,1
7,59,66,16,20,1,1,1,408,-232,8556,133,26,2477,230,-274,-746,90,1
72,69,72,18,18,1,1,1,150,-292,8578,-2,32,-91,201,-309,-743,90,1
7,65,65,98,6,1,1,1,212,-269,8606,-11,20,-48,158,-304,-750,90,1
8,48,20,23,14,1,1,1,452,-325,8576,18,-31,78,86,-306,-718,90,1
7,44,18,18,16,1,1,1,662,-129,8514,121,16,2391,46,-288,-710,90,1
61,56,21,16,28,1,1,1,534,-94,8591,141,-6,2677,14,-252,-702,90,1
6,42,56,19,6,1,1,1,402,-235,8549,161,65,2659,-23,-203,-701,90,1
9,43,43,19,5,1,1,1,423,-168,8595,-5,-34,80,-55,-125,-633,90,1
7,22,18,29,19,1,1,1,343,-145,8555,-24,-69,113,55,-23,-617,90,1
80,51,16,17,20,1,1,1,669,-319,8619,115,-17,1772,78,-34,-628,90,1
78,49,19,14,5,1,1,1,548,-217,8573,142,28,2735,93,-21,-639,90,1
8,48,48,16,5,1,1,1,611,-125,8540,188,11,3477,133,-17,-659,90,1
58,38,40,15,5,1,1,1,431,-169,8537,28,3,-18,138,-22,-722,90,1
61,62,19,26,13,1,1,1,592,-192,8760,-27,-1,103,180,-28,-728,90,1
10,39,18,15,5,1,1,1,609,-198,8561,82,42,1833,207,-25,-737,90,1
9,37,63,14,5,1,1,1,673,-438,8681,100,6,2314,234,-44,-736,90,1
62,52,52,15,5,1,1,1,581,-345,8499,186,2,3365,269,-75,-749,90,1
8,25,18,31,7,1,1,1,384,-230,8596,-16,7,46,296,-156,-750,90,1
9,29,17,16,21,1,1,1,653,-169,8553,121,20,2490,289,-189,-751,90,1
7,61,22,15,52,1,1,1,553,-239,8503,117,30,2191,271,-237,-747,90,1
80,73,26,16,47,1,1,1,378,-299,8495,103,30,2238,250,-256,-748,90,1
80,66,68,19,9,1,1,1,353,-249,8557,-24,8,23,218,-296,-740,90,1
61,64,64,17,18,1,1,1,543,-282,8537,83,-10,1787,172,-308,-746,90,1
8,46,15,21,15,1,1,1,390,-249,8546,0,-34,40,75,-299,-713,90,1
7,44,14,107,17,1,1,1,745,-298,8539,160,-4,2391,41,-293,-705,90,1
7,40,19,12,26,1,1,1,541,-268,8578,159,52,2876,-7,-259,-691,90,1
9,38,58,15,6,1,1,1,533,19,8702,154,-32,2866,-29,-203,-687,90,1
82,51,52,18,6,1,1,1,36,-197,8554,-3,-12,-103,-38,-150,-668,90,1
61,86,16,26,5,1,1,1,454,-220,8568,0,37,126,79,19,-573,90,1
7,69,14,16,13,1,1,1,694,-439,8487,160,-4,2457,110,-14,-596,90,1
8,52,79,13,25,1,1,1,481,-389,8596,233,1,3422,148,-8,-622,90,1
92,76,51,16,7,1,1,1,647,-56,8609,252,-78,3813,190,-30,-644,90,1
8,54,19,18,6,1,1,1,458,-191,8521,19,13,166,192,-14,-728,90,1
51,46,18,14,33,1,1,1,917,-251,8481,141,13,2868,231,-41,-731,90,1
55,43,56,16,37,1,1,1,617,-205,8564,182,39,3522,267,-69,-739,90,1
8,27,16,61,6,1,1,1,444,-138,8625,3,71,107,306,-146,-750,90,1
79,25,14,14,21,1,1,1,754,-418,8517,98,7,2543,288,-186,-748,90,1
66,75,23,13,48,1,1,1,510,-331,8482,152,-35,3145,271,-235,-749,90,1
87,71,76,16,8,1,1,1,368,-258,8608,146,-42,2632,233,-279,-753,90,1
7,59,70,18,18,1,1,1,-25,-175,8592,5,60,-129,201,-301,-753,90,1
68,31,29,5,6,1,1,1,387,-187,8584,-23,-57,-40,138,-336,-724,90,1
69,108,15,22,7,1,1,1,263,-228,8469,12,21,30,76,-310,-742,90,1
68,69,14,19,8,1,1,1,651,-244,8454,102,-1,2050,40,-300,-726,90,1
7,48,84,12,5,1,1,1,501,-179,8577,126,-9,2235,10,-266,-728,90,1
84,61,66,14,19,1,1,1,357,-112,8494,152,7,2493,-23,-229,-731,90,1
9,54,57,16,15,1,1,1,372,-177,8641,-34,57,-38,-26,-154,-700,90,1
65,24,20,30,11,1,1,1,347,-149,8539,-32,8,72,95,117,-513,90,1
6,58,18,21,4,1,1,1,571,-310,8547,83,4,1801,148,70,-560,90,1
8,51,20,16,4,1,1,1,584,-392,8556,142,45,2332,170,34,-584,90,1
8,54,58,17,32,1,1,1,484,-272,8509,174,19,2933,207,19,-609,90,1
57,40,62,54,9,1,1,1,455,-15,8654,47,97,96,129,-23,-715,90,1
7,40,39,13,10,1,1,1,680,-124,8514,98,-9,2161,162,-12,-712,90,1
59,60,17,15,5,1,1,1,459,-240,8605,-2,11,200,214,-22,-730,90,1
7,41,59,13,26,1,1,1,610,-187,8542,77,12,1898,237,-45,-729,90,1
63,51,47,12,29,1,1,1,487,-351,8444,63,45,1628,260,-58,-734,90,1
8,45,52,14,16,1,1,1,566,-241,8591,110,-22,2159,284,-90,-742,90,1
8,19,16,109,6,1,1,1,522,-234,8668,-40,-43,49,306,-136,-750,90,1
7,34,14,15,5,1,1,1,841,-338,8603,116,-7,2363,295,-171,-745,90,1
73,30,18,14,31,1,1,1,589,-49,8613,155,49,2566,280,-214,-742,90,1
7,33,29,14,5,1,1,1,386,-345,8641,96,-23,1945,261,-253,-737,90,1
91,79,30,16,6,1,1,1,361,-191,8522,67,6,1783,241,-269,-749,90,1
59,80,29,17,5,1,1,1,374,-251,8602,62,23,1021,207,-281,-743,90,1
60,79,80,20,8,1,1,1,430,-258,8563,39,12,913,201,-289,-745,90,1
68,67,46,104,5,1,1,1,418,-258,8604,-10,13,59,181,-303,-743,90,1
67,97,20,110,6,1,1,1,404,-273,8618,29,-15,65,83,-317,-723,90,1
8,48,18,19,11,1,1,1,505,-285,8429,88,9,1996,49,-297,-723,90,1
65,61,21,16,15,1,1,1,592,-345,8524,108,-6,2438,6,-266,-714,90,1
7,58,56,18,5,1,1,1,491,-190,8555,173,24,3380,-20,-210,-712,90,1
58,22,20,32,15,1,1,1,424,-173,8520,-14,4,158,23,-7,-595,90,1
7,28,18,30,18,1,1,1,647,-196,8567,116,66,2220,64,-16,-614,90,1
9,50,20,17,6,1,1,1,649,-200,8582,180,27,3259,102,-10,-634,90,1
95,51,52,18,35,1,1,1,484,-41,8543,174,9,3108,156,-2,-654,90,1
7,40,92,98,11,1,1,1,433,-158,8573,27,10,93,126,-12,-726,90,1
8,43,16,17,13,1,1,1,521,-196,8436,-33,19,138,191,-19,-727,90,1
7,42,16,13,4,1,1,1,883,-91,8602,154,-72,2935,220,-30,-730,90,1
8,38,55,13,6,1,1,1,616,-303,8632,179,73,3345,266,-64,-732,90,1
87,35,19,61,6,1,1,1,540,-375,8514,26,21,-7,291,-137,-749,90,1
85,32,18,18,6,1,1,1,730,-276,8550,112,10,2461,292,-168,-750,90,1
80,33,32,16,18,1,1,1,551,-205,8575,132,5,2981,280,-228,-746,90,1
7,61,29,18,6,1,1,1,467,-125,8564,118,-26,2310,239,-263,-745,90,1
82,70,74,16,19,1,1,1,277,-267,8571,8,13,4,215,-291,-741,90,1
7,62,69,20,18,1,1,1,582,-123,8509,72,22,1451,183,-301,-747,90,1
60,66,65,47,7,1,1,1,154,-301,8555,-19,-21,122,158,-310,-740,90,1
10,38,16,27,5,1,1,1,334,-156,8620,8,-45,112,53,-299,-685,90,1
55,54,15,13,23,1,1,1,532,-77,8527,54,-84,1822,16,-284,-674,90,1
54,50,17,13,30,1,1,1,443,-180,8703,66,47,1411,-9,-259,-665,90,1
8,34,57,14,6,1,1,1,499,-208,8609,108,-62,2028,-29,-235,-661,90,1
7,48,51,16,6,1,1,1,503,-212,8559,163,26,2673,-54,-168,-638,90,1
56,21,16,29,18,1,1,1,353,-187,8560,9,47,82,66,-40,-618,90,1
79,50,15,15,21,1,1,1,456,-99,8632,170,-2,2368,79,-37,-647,90,1
78,47,23,12,5,1,1,1,532,-214,8556,131,38,2830,111,-19,-651,90,1
8,49,46,16,7,1,1,1,540,-329,8595,188,-13,3080,146,-14,-680,90,1
56,39,40,16,5,1,1,1,432,-272,8560,16,20,137,145,-19,-721,90,1
56,59,19,19,19,1,1,1,477,-204,8622,-28,20,118,206,-16,-726,90,1
55,51,21,14,24,1,1,1,611,-335,8610,127,113,1710,229,-41,-733,90,1
9,36,50,14,4,1,1,1,515,-350,8503,78,-27,1609,243,-51,-737,90,1
9,36,50,16,5,1,1,1,398,-288,8582,99,13,1687,265,-71,-735,90,1
8,98,14,75,7,1,1,1,489,-235,8539,9,46,81,287,-137,-751,90,1
7,29,12,31,13,1,1,1,808,-597,8440,137,12,2552,291,-165,-745,90,1
6,25,16,11,17,1,1,1,465,-399,8486,168,50,3203,275,-211,-747,90,1
98,80,26,12,18,1,1,1,420,-369,8517,138,10,2966,223,-265,-751,90,1
7,59,74,15,13,1,1,1,315,-220,8588,-5,13,-1,193,-293,-739,90,1
8,59,71,18,5,1,1,1,516,-199,8650,89,20,1643,171,-307,-749,90,1
8,37,35,75,8,1,1,1,326,-197,8511,9,-3,74,111,-313,-729,90,1
64,66,16,20,12,1,1,1,365,-126,8491,-23,-23,71,65,-285,-727,90,1
8,44,16,14,4,1,1,1,759,-232,8556,106,21,2313,37,-273,-719,90,1
68,58,88,14,30,1,1,1,442,-300,8552,138,-17,3166,-11,-223,-709,90,1
7,50,36,15,81,1,1,1,277,-232,8554,-38,11,96,-32,-166,-664,90,1
65,24,20,26,11,1,1,1,404,-219,8544,-22,51,87,63,139,-521,90,1
83,59,18,23,5,1,1,1,573,-143,8581,105,-67,2048,133,75,-555,90,1
86,55,20,17,17,1,1,1,533,-283,8630,138,20,2309,166,52,-576,90,1
85,53,105,17,33,1,1,1,461,-269,8479,137,67,2681,209,37,-605,90,1
59,35,36,10,5,1,1,1,347,-170,8529,-35,-33,148,130,2,-718,90,1
8,46,15,83,6,1,1,1,502,-251,8453,-11,67,206,188,-16,-732,90,1
62,61,14,12,116,1,1,1,795,-184,8614,159,-53,2827,224,-36,-736,90,1
7,43,52,12,5,1,1,1,584,-456,8484,202,53,3710,258,-76,-738,90,1
89,34,19,60,12,1,1,1,488,-247,8576,48,50,44,284,-142,-748,90,1
83,31,17,18,5,1,1,1,695,-93,8576,71,-1,1723,284,-172,-742,90,1
85,30,18,16,17,1,1,1,420,-235,8566,81,21,1225,283,-195,-737,90,1
85,29,30,15,68,1,1,1,482,-232,8504,29,-35,1006,273,-219,-739,90,1
86,82,27,14,5,1,1,1,434,-256,8663,15,-64,955,271,-233,-751,90,1
8,64,28,14,55,1,1,1,373,-273,8599,28,15,867,254,-248,-738,90,1
8,64,26,14,6,1,1,1,460,-147,8527,19,-7,674,245,-241,-749,90,1
8,62,25,15,5,1,1,1,309,-251,8609,41,37,859,219,-275,-753,90,1
8,64,28,54,18,1,1,1,275,-245,8540,19,7,897,220,-280,-746,90,1
89,66,68,16,6,1,1,1,430,-302,8625,-15,20,-42,220,-294,-746,90,1
7,65,64,10,11,1,1,1,650,-76,8533,67,-8,1785,178,-298,-742,90,1
73,30,28,7,4,1,1,1,561,-298,8587,10,-27,81,117,-309,-727,90,1
7,53,19,22,7,1,1,1,200,-145,8520,-40,-45,8,69,-299,-731,90,1
69,67,18,19,10,1,1,1,536,-162,8504,85,30,1518,24,-278,-724,90,1
8,49,20,15,83,1,1,1,291,-163,8463,50,-17,1350,9,-271,-731,90,1
8,47,72,15,25,1,1,1,530,-149,8557,109,41,2133,-14,-238,-718,90,1
6,61,65,18,5,1,1,1,474,-248,8603,138,-9,2853,-29,-187,-717,90,1
8,27,16,22,15,1,1,1,371,-163,8431,-19,-46,182,46,-18,-610,90,1
9,52,14,15,7,1,1,1,784,-228,8590,172,-12,2535,71,-19,-629,90,1
8,49,41,13,6,1,1,1,643,-285,8609,218,14,3624,113,-5,-651,90,1
9,72,48,17,6,1,1,1,509,-205,8626,214,-88,3444,157,-11,-659,90,1
7,45,18,28,6,1,1,1,588,-233,8588,0,38,203,186,-14,-726,90,1
8,38,18,15,30,1,1,1,860,-545,8581,198,97,3366,220,-28,-724,90,1
61,51,50,16,6,1,1,1,757,-21,8617,257,-12,4426,270,-74,-740,90,1
7,24,19,51,20,1,1,1,479,-219,8446,7,66,47,296,-142,-740,90,1
6,63,18,17,23,1,1,1,576,-395,8595,142,-5,2444,284,-192,-750,90,1
80,74,25,16,5,1,1,1,635,-268,8444,158,-24,2865,257,-233,-745,90,1
83,72,78,18,22,1,1,1,428,-144,8584,100,35,1964,225,-265,-747,90,1
75,68,70,22,20,1,1,1,205,-224,8620,-2,-16,-54,190,-282,-748,90,1
8,66,67,109,5,1,1,1,445,-373,8551,71,34,1526,169,-291,-733,90,1
7,37,38,18,6,1,1,1,379,-155,8562,17,43,30,123,-305,-733,90,1
61,71,17,20,15,1,1,1,365,-163,8467,-45,-18,74,69,-283,-707,90,1
59,59,16,15,4,1,1,1,440,-144,8562,91,-5,2162,30,-270,-706,90,1
58,55,85,14,5,1,1,1,576,-75,8560,140,80,2068,6,-242,-696,90,1
78,53,59,70,57,1,1,1,436,-35,8610,134,-4,2593,-14,-192,-694,90,1
8,27,27,9,5,1,1,1,419,-149,8536,-17,18,42,-162,262,-452,90,1
66,81,17,103,8,1,1,1,308,-213,8606,14,69,90,158,156,-512,90,1
8,65,16,16,8,1,1,1,621,-204,8626,127,-48,2475,202,86,-546,90,1
86,55,98,15,21,1,1,1,560,-156,8572,220,11,3489,238,34,-584,90,1
6,73,55,19,5,1,1,1,448,-294,8509,181,52,3499,291,1,-599,90,1
10,25,15,15,6,1,1,1,458,-203,8525,7,32,157,197,-23,-729,90,1
7,25,67,12,37,1,1,1,817,-486,8511,171,-24,3451,239,-37,-735,90,1
53,36,38,14,17,1,1,1,680,-255,8554,167,36,3420,276,-78,-738,90,1
8,31,19,29,6,1,1,1,450,-295,8506,19,3,94,295,-145,-741,90,1
84,28,18,17,7,1,1,1,735,-339,8512,131,34,2466,287,-185,-739,90,1
7,64,25,16,7,1,1,1,560,-414,8617,149,9,2881,273,-231,-745,90,1
88,75,27,18,22,1,1,1,606,2,8621,128,-14,2613,222,-264,-752,90,1
9,67,71,19,18,1,1,1,267,-268,8542,34,87,-90,198,-288,-744,90,1
63,35,33,3,6,1,1,1,356,-303,8533,26,-10,4,145,-317,-723,90,1
7,29,29,11,3,1,1,1,635,-216,8483,107,10,1685,110,-304,-724,90,1
7,53,15,19,6,1,1,1,229,-263,8556,-33,-18,108,68,-294,-728,90,1
67,67,14,13,11,1,1,1,501,-282,8547,75,-2,1766,43,-285,-733,90,1
66,50,15,11,22,1,1,1,405,-208,8465,45,4,1216,17,-269,-733,90,1
8,46,88,10,4,1,1,1,471,-179,8632,38,-39,1109,5,-247,-723,90,1
7,46,57,10,38,1,1,1,312,-182,8617,81,39,1166,-9,-235,-727,90,1
7,46,45,10,5,1,1,1,388,-202,8467,40,-20,1077,-13,-211,-715,90,1
7,56,62,11,14,1,1,1,312,-279,8575,17,-44,1087,-24,-198,-702,90,1
84,56,59,13,13,1,1,1,439,-131,8670,48,21,1225,-25,-169,-705,90,1
9,33,33,8,7,1,1,1,394,-185,8454,-5,23,13,-478,390,-368,90,1
70,80,17,108,5,1,1,1,338,-348,8582,-1,69,94,306,282,-468,90,1
88,59,16,15,7,1,1,1,664,-154,8622,154,-5,2481,317,111,-527,90,1
8,59,77,14,22,1,1,1,587,-307,8578,166,34,3177,341,35,-559,90,1
7,67,41,15,14,1,1,1,469,-158,8532,-13,-13,68,155,-21,-673,90,1
7,43,44,19,6,1,1,1,431,-194,8585,20,13,235,161,-11,-715,90,1
53,53,24,19,5,1,1,1,426,-274,8589,26,59,176,233,-29,-745,90,1
6,37,52,17,33,1,1,1,745,-277,8592,176,-103,3020,253,-45,-729,90,1
7,17,16,47,15,1,1,1,423,-233,8579,-26,76,122,299,-133,-747,90,1
8,27,14,18,16,1,1,1,646,-197,8623,93,-14,1722,291,-159,-743,90,1
78,25,14,13,19,1,1,1,633,-298,8477,79,8,1912,287,-193,-749,90,1
7,63,24,13,47,1,1,1,389,-413,8538,142,40,2644,271,-229,-735,90,1
55,75,28,15,20,1,1,1,456,-59,8353,160,27,2930,231,-261,-737,90,1
8,50,65,12,16,1,1,1,313,-161,8582,-44,-9,-10,188,-298,-746,90,1
56,69,32,12,8,1,1,1,395,-83,8640,-15,22,108,118,-302,-730,90,1
65,71,18,21,8,1,1,1,329,-189,8562,-4,7,38,61,-287,-721,90,1
63,62,17,16,6,1,1,1,515,-151,8571,106,43,2226,32,-264,-720,90,1
64,58,89,14,7,1,1,1,523,-167,8634,147,40,2389,5,-223,-717,90,1
8,54,64,15,5,1,1,1,177,-144,8575,-35,6,-29,-7,-183,-693,90,1
80,49,53,14,6,1,1,1,216,-251,8587,-6,13,50,-41,-163,-659,90,1
8,84,25,89,5,1,1,1,388,-272,8661,-13,28,15,-66,322,-450,90,1
9,69,20,22,10,1,1,1,162,-273,8624,-1,-3,96,172,230,-480,90,1
7,62,20,18,6,1,1,1,600,-372,8508,96,22,2163,230,142,-528,90,1
8,57,34,18,32,1,1,1,462,-260,8479,98,13,2239,272,102,-558,90,1
89,60,57,21,6,1,1,1,567,-274,8490,223,11,3539,332,52,-564,90,1
7,66,19,19,5,1,1,1,546,-242,8551,25,83,192,191,-13,-721,90,1
7,33,18,15,7,1,1,1,668,-402,8479,140,23,2415,217,-19,-735,90,1
52,40,44,15,6,1,1,1,660,-449,8516,206,16,4006,259,-69,-741,90,1
83,28,17,23,17,1,1,1,447,-246,8476,-2,45,109,297,-147,-741,90,1
81,27,16,75,5,1,1,1,623,-247,8627,129,58,2291,290,-180,-746,90,1
81,78,26,14,5,1,1,1,594,-234,8544,115,7,2132,266,-222,-748,90,1
9,57,24,15,46,1,1,1,426,-279,8605,107,-36,2177,247,-253,-747,90,1
8,61,28,16,20,1,1,1,167,-358,8562,32,107,809,230,-268,-750,90,1
7,62,77,16,6,1,1,1,486,-169,8574,23,-14,670,206,-288,-754,90,1
7,67,75,18,6,1,1,1,389,-252,8540,14,12,624,190,-270,-752,90,1
7,73,73,19,19,1,1,1,384,-257,8528,44,62,440,187,-289,-755,90,1
81,69,71,21,18,1,1,1,118,-238,8571,-31,-20,58,191,-291,-749,90,1
7,36,35,14,9,1,1,1,249,-188,8422,-13,-11,-43,125,-313,-731,90,1
8,49,19,24,11,1,1,1,377,-241,8600,-8,10,18,77,-293,-719,90,1
64,64,17,109,13,1,1,1,642,-184,8588,111,22,1852,35,-277,-723,90,1
9,43,20,15,50,1,1,1,565,-245,8561,142,-8,2587,11,-249,-713,90,1
