"middleUltrasonic","leftUltrasonic","rightUltrasonic","backUltrasonic","L0","L1","L2","xAccel","yAccel","zAccel","xGyro","yGyro","zGyro","xMag","yMag","zMag","servoAngle","state"
"77.0","18.0","47.0","18.0","1","1","1","1062.0","-30.0","8560.0","-481.0","17.0","-4190.0","201.0","-89.0","-799.0","90","2"
"97.0","47.0","30.0","29.0","1","1","1","929.0","-111.0","8384.0","-440.0","53.0","-4270.0","121.0","-105.0","-795.0","90","2"
"43.0","82.0","15.0","16.0","1","1","1","786.0","-108.0","8541.0","-13.0","17.0","13.0","67.0","-177.0","-777.0","90","0"
"41.0","80.0","15.0","18.0","0","0","0","-279.0","-190.0","8404.0","-110.0","297.0","60.0","70.0","-164.0","-788.0","90","0"
"35.0","81.0","15.0","24.0","1","1","1","2354.0","-312.0","9498.0","214.0","-194.0","114.0","62.0","-174.0","-772.0","90","0"
"29.0","77.0","14.0","30.0","1","1","1","823.0","-1539.0","8954.0","-277.0","1683.0","153.0","58.0","-164.0","-782.0","90","0"
"23.0","79.0","14.0","15.0","1","1","1","627.0","-153.0","8558.0","-25.0","75.0","275.0","74.0","-164.0","-778.0","90","0"
"15.0","78.0","17.0","45.0","1","1","1","691.0","-117.0","8628.0","52.0","70.0","141.0","68.0","-156.0","-776.0","90","0"
"6.0","75.0","17.0","53.0","1","1","1","767.0","-77.0","8556.0","-12.0","18.0","13.0","65.0","-157.0","-765.0","90","3"
"117.0","65.0","92.0","63.0","1","1","1","868.0","-383.0","8548.0","467.0","37.0","4808.0","126.0","-94.0","-772.0","90","3"
"71.0","54.0","10.0","16.0","1","1","1","878.0","-143.0","8529.0","-12.0","15.0","11.0","238.0","-78.0","-790.0","90","0"
"67.0","54.0","10.0","19.0","1","1","1","557.0","-75.0","8552.0","9.0","59.0","61.0","239.0","-77.0","-787.0","90","0"
"60.0","54.0","10.0","29.0","1","1","1","749.0","-178.0","8588.0","30.0","-7.0","148.0","248.0","-84.0","-792.0","90","0"
"53.0","53.0","12.0","34.0","1","1","1","803.0","-110.0","8516.0","24.0","-27.0","158.0","244.0","-90.0","-800.0","90","0"
"45.0","52.0","14.0","42.0","1","1","1","776.0","-196.0","8439.0","57.0","19.0","190.0","247.0","-83.0","-799.0","90","0"
"39.0","51.0","15.0","51.0","1","1","1","917.0","-195.0","8614.0","16.0","41.0","289.0","251.0","-87.0","-795.0","90","0"
"30.0","48.0","17.0","59.0","1","1","1","918.0","-79.0","8427.0","-7.0","9.0","149.0","247.0","-93.0","-801.0","90","0"
"25.0","46.0","19.0","66.0","1","1","1","940.0","-226.0","8524.0","27.0","63.0","230.0","262.0","-84.0","-794.0","90","0"
"15.0","45.0","22.0","73.0","1","1","1","843.0","-226.0","8572.0","-25.0","15.0","254.0","272.0","-90.0","-804.0","90","0"
"5.0","42.0","25.0","85.0","1","1","1","782.0","-159.0","8539.0","-12.0","16.0","13.0","283.0","-97.0","-801.0","90","3"
"71.0","43.0","82.0","31.0","1","1","1","977.0","-412.0","8535.0","496.0","66.0","4498.0","321.0","-137.0","-799.0","90","3"
"37.0","86.0","7.0","23.0","1","1","1","770.0","-177.0","8537.0","-12.0","16.0","13.0","342.0","-244.0","-816.0","90","0"
"34.0","83.0","8.0","27.0","1","1","1","425.0","-125.0","8578.0","-1.0","-106.0","78.0","341.0","-257.0","-811.0","90","0"
"27.0","85.0","8.0","32.0","1","1","1","731.0","-262.0","8452.0","-16.0","7.0","109.0","338.0","-254.0","-816.0","90","0"
"20.0","87.0","9.0","40.0","1","1","1","784.0","-185.0","8531.0","6.0","-1.0","284.0","345.0","-257.0","-815.0","90","0"
"11.0","87.0","11.0","48.0","1","1","1","849.0","-242.0","8567.0","25.0","16.0","236.0","331.0","-259.0","-815.0","90","0"
"4.0","84.0","13.0","57.0","1","1","1","764.0","-170.0","8550.0","-11.0","17.0","14.0","323.0","-273.0","-807.0","90","3"
"9.0","87.0","16.0","58.0","1","1","1","814.0","-368.0","8451.0","417.0","6.0","4140.0","287.0","-321.0","-811.0","90","3"
"84.0","60.0","6.0","10.0","1","1","1","892.0","-363.0","8459.0","400.0","65.0","4164.0","211.0","-339.0","-797.0","90","3"
"85.0","57.0","11.0","11.0","1","1","1","721.0","-187.0","8550.0","-13.0","17.0","13.0","113.0","-307.0","-795.0","90","0"
"80.0","56.0","12.0","15.0","1","1","1","374.0","-231.0","8500.0","11.0","8.0","53.0","110.0","-306.0","-788.0","90","0"
"73.0","54.0","15.0","20.0","1","1","1","584.0","-191.0","8527.0","-22.0","19.0","107.0","121.0","-309.0","-795.0","90","0"
"65.0","52.0","18.0","27.0","1","1","1","575.0","-112.0","8479.0","4.0","53.0","59.0","117.0","-311.0","-797.0","90","0"
"58.0","48.0","76.0","36.0","1","1","1","691.0","-115.0","8551.0","11.0","20.0","134.0","125.0","-305.0","-791.0","90","0"
"52.0","46.0","70.0","43.0","1","1","1","732.0","-120.0","8566.0","22.0","38.0","141.0","119.0","-319.0","-795.0","90","0"
"45.0","42.0","28.0","49.0","1","1","1","673.0","-136.0","8521.0","-30.0","-1.0","99.0","123.0","-319.0","-791.0","90","0"
"53.0","38.0","32.0","56.0","1","1","1","695.0","-166.0","8542.0","-30.0","116.0","209.0","111.0","-317.0","-793.0","90","0"
"30.0","35.0","39.0","63.0","1","1","1","754.0","-86.0","8499.0","-47.0","-53.0","182.0","114.0","-312.0","-794.0","90","0"
"24.0","32.0","40.0","72.0","1","1","1","784.0","-50.0","8553.0","-10.0","-4.0","140.0","107.0","-319.0","-795.0","90","0"
"22.0","75.0","42.0","61.0","1","1","1","693.0","-175.0","8586.0","-3.0","-34.0","100.0","117.0","-323.0","-791.0","90","0"
"8.0","25.0","49.0","87.0","1","1","1","803.0","-197.0","8537.0","-14.0","13.0","13.0","95.0","-325.0","-797.0","90","1"
"10.0","108.0","46.0","93.0","1","1","1","1046.0","-224.0","8499.0","6.0","29.0","17.0","110.0","-318.0","-796.0","90","1"
"110.0","116.0","43.0","79.0","1","1","1","909.0","-123.0","8432.0","-1.0","173.0","-165.0","102.0","-314.0","-792.0","90","1"
"24.0","33.0","39.0","70.0","1","1","1","850.0","-117.0","8496.0","-26.0","10.0","-76.0","112.0","-318.0","-788.0","90","1"
"32.0","34.0","38.0","64.0","1","1","1","813.0","-212.0","8664.0","30.0","97.0","-85.0","116.0","-328.0","-798.0","90","1"
"39.0","40.0","31.0","55.0","1","1","1","737.0","-167.0","8604.0","-11.0","43.0","-202.0","120.0","-324.0","-798.0","90","1"
"46.0","44.0","35.0","49.0","1","1","1","694.0","-178.0","8495.0","-52.0","99.0","-63.0","120.0","-320.0","-796.0","90","1"
"54.0","54.0","25.0","41.0","1","1","1","659.0","-169.0","8553.0","-72.0","-9.0","-202.0","120.0","-312.0","-790.0","90","1"
"59.0","48.0","76.0","34.0","1","1","1","760.0","-97.0","8491.0","-54.0","12.0","-174.0","121.0","-313.0","-793.0","90","1"
"67.0","52.0","15.0","25.0","1","1","1","727.0","-173.0","8522.0","-44.0","-3.0","-114.0","123.0","-315.0","-797.0","90","1"
"75.0","56.0","13.0","18.0","1","1","1","701.0","-167.0","8626.0","-42.0","-20.0","-278.0","118.0","-312.0","-798.0","90","1"
"85.0","59.0","8.0","8.0","1","1","1","739.0","-185.0","8536.0","-14.0","12.0","13.0","108.0","-314.0","-790.0","90","3"
"91.0","60.0","58.0","13.0","1","1","1","988.0","-269.0","8584.0","470.0","6.0","4119.0","75.0","-277.0","-771.0","90","3"
"54.0","10.0","87.0","6.0","1","1","1","731.0","-104.0","8556.0","-12.0","16.0","12.0","73.0","-179.0","-777.0","90","0"
"50.0","11.0","85.0","9.0","1","1","1","418.0","-276.0","8531.0","-16.0","-28.0","186.0","71.0","-181.0","-775.0","90","0"
"43.0","10.0","85.0","15.0","1","1","1","701.0","-153.0","8500.0","-16.0","26.0","153.0","64.0","-178.0","-778.0","90","0"
"37.0","10.0","84.0","22.0","1","1","1","812.0","-162.0","8628.0","4.0","-32.0","185.0","69.0","-175.0","-779.0","90","0"
"29.0","11.0","83.0","30.0","1","1","1","829.0","-188.0","8581.0","8.0","-9.0","283.0","67.0","-177.0","-769.0","90","0"
"22.0","10.0","85.0","37.0","1","1","1","808.0","-240.0","8539.0","10.0","44.0","243.0","72.0","-172.0","-784.0","90","0"
"14.0","9.0","84.0","45.0","1","1","1","782.0","-131.0","8578.0","24.0","25.0","280.0","73.0","-159.0","-787.0","90","0"
"4.0","8.0","84.0","55.0","1","1","1","797.0","-119.0","8545.0","-14.0","15.0","11.0","66.0","-152.0","-776.0","90","2"
"5.0","10.0","83.0","56.0","1","1","1","972.0","-251.0","8535.0","-452.0","-29.0","-3788.0","53.0","-209.0","-787.0","90","2"
"99.0","18.0","100.0","12.0","1","1","1","915.0","-225.0","8479.0","-469.0","-21.0","-4360.0","91.0","-305.0","-803.0","90","2"
"79.0","12.0","53.0","6.0","1","1","1","753.0","-150.0","8546.0","-12.0","14.0","11.0","181.0","-343.0","-803.0","90","0"
"76.0","13.0","53.0","10.0","1","1","1","532.0","-154.0","8543.0","-8.0","1.0","110.0","196.0","-346.0","-802.0","90","0"
"69.0","13.0","51.0","17.0","1","1","1","725.0","-192.0","8563.0","24.0","45.0","111.0","189.0","-343.0","-809.0","90","0"
"62.0","14.0","51.0","24.0","1","1","1","768.0","-188.0","8599.0","-19.0","40.0","92.0","186.0","-346.0","-806.0","90","0"
"55.0","15.0","51.0","32.0","1","1","1","772.0","-251.0","8610.0","-10.0","77.0","221.0","180.0","-348.0","-798.0","90","0"
"48.0","15.0","49.0","41.0","1","1","1","705.0","-231.0","8357.0","-11.0","46.0","143.0","190.0","-346.0","-798.0","90","0"
"39.0","16.0","49.0","48.0","1","1","1","658.0","-135.0","8439.0","-8.0","-11.0","15.0","179.0","-351.0","-801.0","90","0"
"31.0","16.0","49.0","55.0","1","1","1","704.0","-159.0","8505.0","-21.0","77.0","258.0","172.0","-344.0","-808.0","90","0"
"25.0","16.0","47.0","64.0","1","1","1","538.0","-140.0","8436.0","18.0","-37.0","81.0","176.0","-338.0","-806.0","90","0"
"16.0","16.0","48.0","72.0","1","1","1","849.0","-128.0","8608.0","-35.0","-28.0","116.0","177.0","-343.0","-791.0","90","0"
"8.0","16.0","49.0","80.0","1","1","1","758.0","-146.0","8502.0","-2.0","45.0","130.0","172.0","-344.0","-794.0","90","0"
"126.0","15.0","49.0","86.0","1","1","1","695.0","-135.0","8525.0","-46.0","22.0","0.0","171.0","-349.0","-815.0","90","2"
"4.0","17.0","49.0","87.0","1","1","1","1008.0","-352.0","8573.0","-427.0","-45.0","-3850.0","228.0","-342.0","-822.0","90","2"
"44.0","88.0","79.0","17.0","1","1","1","1144.0","-326.0","8516.0","-550.0","47.0","-4781.0","307.0","-293.0","-825.0","90","2"
"44.0","11.0","84.0","14.0","1","1","1","816.0","-126.0","8530.0","-13.0","15.0","11.0","327.0","-181.0","-819.0","90","0"
"42.0","12.0","82.0","17.0","1","1","1","459.0","-150.0","8594.0","2.0","10.0","150.0","340.0","-188.0","-818.0","90","0"
"35.0","14.0","81.0","23.0","1","1","1","713.0","-153.0","8567.0","-38.0","-21.0","107.0","339.0","-195.0","-819.0","90","0"
"29.0","16.0","80.0","31.0","1","1","1","715.0","-12.0","8490.0","-30.0","22.0","162.0","338.0","-194.0","-810.0","90","0"
"21.0","19.0","76.0","38.0","1","1","1","763.0","-352.0","8573.0","24.0","59.0","197.0","342.0","-196.0","-810.0","90","0"
"14.0","23.0","75.0","45.0","1","1","1","787.0","-217.0","8554.0","12.0","-51.0","204.0","324.0","-200.0","-812.0","90","0"
"3.0","26.0","75.0","56.0","1","1","1","829.0","-206.0","8541.0","-14.0","15.0","11.0","329.0","-205.0","-809.0","90","3"
"3.0","25.0","75.0","57.0","1","1","1","991.0","-389.0","8638.0","448.0","39.0","4188.0","318.0","-266.0","-810.0","90","3"
"23.0","37.0","8.0","58.0","1","1","1","1026.0","-450.0","8456.0","542.0","71.0","5232.0","261.0","-333.0","-815.0","90","3"
"21.0","57.0","12.0","34.0","1","1","1","734.0","-149.0","8536.0","-13.0","16.0","10.0","116.0","-320.0","-802.0","90","0"
"17.0","55.0","55.0","38.0","1","1","1","292.0","-176.0","8584.0","-31.0","-66.0","145.0","119.0","-323.0","-797.0","90","0"
"11.0","54.0","16.0","31.0","1","1","1","698.0","-163.0","8639.0","34.0","-22.0","186.0","119.0","-319.0","-793.0","90","0"
"4.0","51.0","19.0","35.0","1","1","1","810.0","-146.0","8546.0","-13.0","14.0","14.0","123.0","-321.0","-785.0","90","3"
"128.0","107.0","48.0","24.0","1","1","1","1015.0","-426.0","8508.0","471.0","12.0","4522.0","78.0","-270.0","-778.0","90","3"
"44.0","60.0","6.0","15.0","1","1","1","1131.0","-201.0","8413.0","587.0","35.0","5373.0","68.0","-168.0","-772.0","90","3"
"102.0","24.0","91.0","19.0","1","1","1","1160.0","-184.0","8662.0","576.0","11.0","5387.0","143.0","-89.0","-783.0","90","3"
"89.0","15.0","52.0","8.0","1","1","1","801.0","-133.0","8546.0","-13.0","13.0","11.0","254.0","-82.0","-798.0","90","0"
"88.0","14.0","51.0","11.0","1","1","1","480.0","-183.0","8581.0","-1.0","2.0","81.0","254.0","-88.0","-798.0","90","0"
"39.0","13.0","53.0","18.0","1","1","1","666.0","-174.0","8477.0","-6.0","43.0","243.0","260.0","-88.0","-804.0","90","0"
"30.0","10.0","57.0","28.0","1","1","1","842.0","-132.0","8529.0","-14.0","16.0","13.0","258.0","-96.0","-804.0","90","0"
"27.0","9.0","58.0","31.0","1","1","1","503.0","-230.0","8622.0","25.0","-10.0","97.0","251.0","-99.0","-803.0","90","0"
"20.0","7.0","59.0","40.0","1","1","1","672.0","-180.0","8494.0","-6.0","7.0","233.0","256.0","-98.0","-806.0","90","0"
"48.0","4.0","64.0","47.0","1","1","1","860.0","-158.0","8526.0","-14.0","15.0","11.0","250.0","-122.0","-804.0","90","2"
"47.0","4.0","60.0","46.0","1","1","1","1022.0","-181.0","8569.0","-419.0","-35.0","-3508.0","215.0","-105.0","-801.0","90","2"
"50.0","8.0","60.0","48.0","1","1","1","834.0","-253.0","8585.0","-305.0","-25.0","-2671.0","170.0","-112.0","-792.0","90","2"
"69.0","15.0","55.0","6.0","1","1","1","769.0","-80.0","8540.0","-12.0","16.0","13.0","113.0","-119.0","-789.0","90","0"
"101.0","17.0","55.0","74.0","1","1","1","466.0","-46.0","8593.0","12.0","3.0","187.0","128.0","-126.0","-784.0","90","0"
"74.0","53.0","73.0","83.0","1","1","1","574.0","-176.0","8497.0","13.0","-84.0","211.0","122.0","-118.0","-790.0","90","0"
"66.0","49.0","74.0","43.0","1","1","1","682.0","-117.0","8569.0","-31.0","-6.0","293.0","113.0","-105.0","-787.0","90","0"
"58.0","46.0","65.0","22.0","1","1","1","895.0","-126.0","8523.0","33.0","76.0","208.0","132.0","-102.0","-780.0","90","0"
"51.0","46.0","47.0","42.0","1","1","1","719.0","-36.0","8480.0","56.0","3.0","211.0","128.0","-96.0","-786.0","90","0"
"43.0","46.0","35.0","58.0","1","1","1","920.0","-226.0","8549.0","4.0","88.0","347.0","143.0","-93.0","-781.0","90","0"
"37.0","44.0","28.0","28.0","1","1","1","784.0","-217.0","8523.0","4.0","-45.0","417.0","152.0","-84.0","-784.0","90","0"
"19.0","48.0","26.0","76.0","1","1","1","958.0","-255.0","8652.0","18.0","35.0","315.0","149.0","-83.0","-789.0","90","0"
"6.0","52.0","23.0","86.0","1","1","1","781.0","-143.0","8530.0","-12.0","15.0","14.0","167.0","-91.0","-781.0","90","1"
"8.0","51.0","20.0","24.0","1","1","1","1118.0","-109.0","8553.0","2.0","16.0","25.0","168.0","-84.0","-792.0","90","1"
"15.0","47.0","27.0","18.0","1","1","1","901.0","-127.0","8514.0","-42.0","-9.0","-92.0","160.0","-90.0","-792.0","90","1"
"130.0","43.0","28.0","29.0","1","1","1","792.0","-126.0","8536.0","4.0","77.0","-78.0","152.0","-82.0","-780.0","90","1"
"29.0","40.0","31.0","12.0","1","1","1","910.0","-149.0","8513.0","-23.0","11.0","-2.0","147.0","-89.0","-777.0","90","1"
"51.0","34.0","36.0","72.0","1","1","1","719.0","-113.0","8443.0","-24.0","77.0","-109.0","158.0","-86.0","-776.0","90","1"
"58.0","53.0","41.0","52.0","1","1","1","684.0","13.0","8404.0","-56.0","-55.0","-25.0","140.0","-90.0","-792.0","90","1"
"47.0","58.0","103.0","53.0","1","1","1","849.0","-128.0","8533.0","41.0","-16.0","-33.0","141.0","-95.0","-779.0","90","1"
"56.0","21.0","69.0","50.0","1","1","1","924.0","-139.0","8624.0","-13.0","44.0","-77.0","140.0","-98.0","-782.0","90","1"
"82.0","30.0","75.0","43.0","1","1","1","823.0","-75.0","8505.0","-6.0","55.0","-12.0","145.0","-107.0","-783.0","90","1"
"89.0","104.0","49.0","35.0","1","1","1","885.0","-116.0","8559.0","-51.0","121.0","-94.0","151.0","-103.0","-793.0","90","1"
"98.0","70.0","44.0","9.0","1","1","1","856.0","-52.0","8506.0","-13.0","10.0","3.0","111.0","-115.0","-799.0","90","2"
"63.0","75.0","29.0","4.0","1","1","1","887.0","41.0","8440.0","-382.0","65.0","-3411.0","93.0","-141.0","-791.0","90","2"
"56.0","75.0","24.0","3.0","1","1","1","736.0","-121.0","8551.0","-14.0","17.0","12.0","66.0","-212.0","-776.0","90","0"
"54.0","75.0","24.0","5.0","1","1","1","325.0","-201.0","8559.0","-2.0","2.0","144.0","72.0","-212.0","-778.0","90","0"
"48.0","76.0","23.0","12.0","1","1","1","646.0","-133.0","8609.0","-1.0","-14.0","152.0","60.0","-210.0","-780.0","90","0"
"40.0","71.0","25.0","19.0","1","1","1","652.0","-44.0","8356.0","-1.0","-11.0","160.0","62.0","-210.0","-778.0","90","0"
"32.0","78.0","18.0","27.0","1","1","1","836.0","-134.0","8563.0","-35.0","4.0","165.0","56.0","-196.0","-776.0","90","0"
"24.0","78.0","15.0","34.0","1","1","1","753.0","-15.0","8554.0","29.0","-4.0","57.0","61.0","-201.0","-783.0","90","0"
"16.0","78.0","14.0","43.0","1","1","1","822.0","-196.0","8506.0","4.0","80.0","239.0","64.0","-194.0","-776.0","90","0"
"9.0","80.0","12.0","51.0","1","1","1","721.0","-155.0","8544.0","-6.0","4.0","117.0","57.0","-187.0","-773.0","90","0"
"5.0","78.0","11.0","47.0","1","1","1","745.0","-124.0","8549.0","-12.0","16.0","13.0","65.0","-193.0","-761.0","90","3"
"4.0","73.0","15.0","57.0","1","1","1","839.0","-388.0","8374.0","481.0","70.0","4693.0","85.0","-135.0","-771.0","90","3"
"73.0","59.0","6.0","13.0","1","1","1","848.0","-132.0","8534.0","-13.0","15.0","12.0","192.0","-68.0","-776.0","90","0"
"71.0","59.0","5.0","16.0","1","1","1","363.0","-64.0","8574.0","16.0","3.0","152.0","208.0","-68.0","-774.0","90","0"
"65.0","60.0","4.0","22.0","1","1","1","747.0","-234.0","8644.0","25.0","6.0","233.0","203.0","-75.0","-781.0","90","0"
"59.0","61.0","3.0","30.0","1","1","1","869.0","-113.0","8532.0","28.0","-89.0","138.0","210.0","-70.0","-784.0","90","0"
"50.0","62.0","3.0","36.0","1","1","1","806.0","-162.0","8563.0","-27.0","17.0","233.0","213.0","-77.0","-793.0","90","0"
"43.0","62.0","3.0","44.0","1","1","1","770.0","-186.0","8498.0","8.0","34.0","285.0","218.0","-74.0","-784.0","90","0"
"36.0","64.0","4.0","54.0","1","1","1","867.0","-216.0","8497.0","8.0","15.0","242.0","222.0","-76.0","-780.0","90","0"
"27.0","64.0","5.0","60.0","1","1","1","765.0","-239.0","8531.0","17.0","7.0","182.0","220.0","-70.0","-786.0","90","0"
"19.0","62.0","3.0","67.0","1","1","1","743.0","-275.0","8574.0","-10.0","56.0","254.0","237.0","-51.0","-795.0","90","0"
"11.0","62.0","3.0","75.0","1","1","1","837.0","-120.0","8512.0","-1.0","58.0","292.0","269.0","-67.0","-809.0","90","0"
"4.0","60.0","4.0","50.0","1","1","1","752.0","-137.0","8545.0","-12.0","15.0","12.0","273.0","-105.0","-807.0","90","1"
"6.0","62.0","4.0","49.0","1","1","1","1224.0","-132.0","8554.0","-45.0","17.0","-41.0","276.0","-98.0","-810.0","90","1"
"13.0","63.0","3.0","51.0","1","1","1","908.0","-54.0","8430.0","-45.0","-5.0","-88.0","260.0","-64.0","-806.0","90","1"
"21.0","62.0","3.0","38.0","1","1","1","828.0","-295.0","8458.0","-9.0","32.0","-170.0","244.0","-62.0","-806.0","90","1"
"30.0","63.0","4.0","56.0","1","1","1","820.0","-140.0","8532.0","-13.0","17.0","13.0","236.0","-70.0","-786.0","90","3"
"103.0","67.0","93.0","26.0","1","1","1","977.0","-297.0","8586.0","511.0","5.0","4605.0","294.0","-104.0","-800.0","90","3"
"59.0","60.0","32.0","3.0","1","1","1","1047.0","-310.0","8582.0","477.0","78.0","4477.0","344.0","-186.0","-814.0","90","3"
"59.0","36.0","34.0","3.0","1","1","1","774.0","-212.0","8542.0","-13.0","15.0","11.0","336.0","-268.0","-812.0","90","0"
"56.0","55.0","34.0","6.0","1","1","1","426.0","-288.0","8544.0","2.0","-5.0","55.0","334.0","-266.0","-814.0","90","0"
"50.0","37.0","35.0","12.0","1","1","1","768.0","-142.0","8683.0","4.0","56.0","79.0","324.0","-262.0","-812.0","90","0"
"42.0","48.0","38.0","20.0","1","1","1","720.0","-246.0","8531.0","-15.0","30.0","230.0","333.0","-273.0","-811.0","90","0"
"34.0","39.0","40.0","27.0","1","1","1","775.0","-182.0","8496.0","-24.0","69.0","158.0","331.0","-269.0","-813.0","90","0"
"27.0","54.0","42.0","35.0","1","1","1","851.0","-297.0","8557.0","-31.0","43.0","150.0","319.0","-271.0","-819.0","90","0"
"19.0","53.0","45.0","44.0","1","1","1","864.0","-312.0","8478.0","30.0","17.0","160.0","319.0","-271.0","-813.0","90","0"
"11.0","52.0","46.0","50.0","1","1","1","842.0","-55.0","8532.0","8.0","-53.0","153.0","319.0","-271.0","-811.0","90","0"
"43.0","30.0","34.0","46.0","1","1","1","828.0","-155.0","8545.0","-13.0","15.0","13.0","238.0","-82.0","-796.0","90","0"
"41.0","30.0","34.0","49.0","1","1","1","525.0","-104.0","8467.0","9.0","39.0","131.0","243.0","-81.0","-793.0","90","0"
