"middleUltrasonic","leftUltrasonic","rightUltrasonic","backUltrasonic","L0","L1","L2","xAccel","yAccel","zAccel","xGyro","yGyro","zGyro","xMag","yMag","zMag","servoAngle","state"
"31.0","212.0","138.0","60.0","0","0","0","575.0","-105.0","8616.0","-23.0","-23.0","196.0","257.0","-385.0","-557.0","90","1"
"28.0","210.0","141.0","63.0","0","0","0","854.0","-298.0","8555.0","-34.0","0.0","222.0","256.0","-390.0","-558.0","90","0"
"25.0","211.0","132.0","64.0","0","0","0","1484.0","-258.0","8432.0","-18.0","-23.0","25.0","264.0","-388.0","-556.0","90","0"
"26.0","211.0","125.0","65.0","0","0","0","344.0","-201.0","8565.0","-21.0","45.0","-20.0","265.0","-395.0","-553.0","90","0"
"80.0","217.0","77.0","106.0","0","0","0","688.0","-216.0","8545.0","-9.0","14.0","4.0","343.0","-403.0","-551.0","90","0"
"79.0","216.0","76.0","108.0","0","0","0","699.0","-215.0","8543.0","-10.0","33.0","18.0","343.0","-401.0","-555.0","90","0"
"80.0","76.0","78.0","109.0","0","0","0","585.0","-213.0","8511.0","-15.0","-2.0","7.0","340.0","-400.0","-554.0","90","0"
"79.0","102.0","76.0","138.0","0","0","0","654.0","-211.0","8558.0","-16.0","14.0","12.0","350.0","-412.0","-560.0","90","0"
"80.0","103.0","76.0","109.0","0","0","0","702.0","-202.0","8544.0","-19.0","16.0","12.0","338.0","-410.0","-554.0","90","0"
"80.0","106.0","77.0","104.0","0","0","0","647.0","-209.0","8546.0","-17.0","16.0","11.0","338.0","-408.0","-556.0","90","0"
"80.0","94.0","77.0","112.0","0","0","0","619.0","-225.0","8578.0","-17.0","24.0","16.0","340.0","-400.0","-546.0","90","1"
"79.0","103.0","77.0","128.0","0","0","0","82.0","-106.0","8571.0","0.0","65.0","-10.0","342.0","-402.0","-548.0","90","1"
"77.0","104.0","78.0","114.0","0","0","0","369.0","-234.0","8638.0","12.0","46.0","116.0","334.0","-408.0","-556.0","90","1"
"73.0","98.0","118.0","11.0","0","0","0","594.0","-118.0","8611.0","-51.0","50.0","113.0","330.0","-400.0","-542.0","90","1"
"71.0","110.0","77.0","12.0","0","0","0","682.0","-225.0","8570.0","-3.0","76.0","127.0","325.0","-403.0","-527.0","90","1"
"67.0","109.0","95.0","15.0","0","0","0","604.0","-251.0","8545.0","-48.0","32.0","131.0","332.0","-396.0","-534.0","90","1"
"64.0","110.0","127.0","18.0","0","0","0","708.0","-268.0","8621.0","30.0","41.0","134.0","314.0","-392.0","-522.0","90","1"
"61.0","109.0","130.0","23.0","0","0","0","582.0","-103.0","8547.0","-7.0","-30.0","108.0","298.0","-396.0","-522.0","90","1"
"59.0","111.0","126.0","27.0","0","0","0","495.0","-297.0","8524.0","24.0","95.0","172.0","294.0","-398.0","-526.0","90","1"
"55.0","110.0","107.0","30.0","0","0","0","646.0","-290.0","8591.0","38.0","-3.0","132.0","289.0","-399.0","-521.0","90","1"
"51.0","122.0","107.0","33.0","0","0","0","732.0","-178.0","8560.0","4.0","-23.0","211.0","276.0","-398.0","-526.0","90","1"
"48.0","119.0","110.0","37.0","0","0","0","632.0","-57.0","8440.0","-3.0","103.0","241.0","273.0","-395.0","-527.0","90","1"
"43.0","178.0","107.0","40.0","0","0","0","653.0","-304.0","8492.0","35.0","55.0","145.0","269.0","-401.0","-535.0","90","1"
"40.0","108.0","114.0","44.0","0","0","0","609.0","-134.0","8501.0","-9.0","46.0","163.0","254.0","-388.0","-534.0","90","1"
"37.0","115.0","120.0","48.0","0","0","0","723.0","-239.0","8662.0","9.0","121.0","224.0","253.0","-391.0","-547.0","90","1"
"34.0","217.0","122.0","52.0","0","0","0","597.0","-163.0","8515.0","26.0","5.0","178.0","263.0","-389.0","-543.0","90","1"
"30.0","199.0","121.0","55.0","0","0","0","597.0","-201.0","8420.0","-61.0","-19.0","262.0","256.0","-384.0","-562.0","90","1"
"27.0","120.0","121.0","58.0","0","0","0","675.0","-147.0","8339.0","-25.0","32.0","221.0","274.0","-390.0","-562.0","90","0"
"25.0","206.0","121.0","60.0","0","0","0","1594.0","-205.0","8641.0","-31.0","-67.0","74.0","276.0","-382.0","-564.0","90","0"
"25.0","216.0","122.0","60.0","0","0","0","346.0","-179.0","8556.0","-22.0","101.0","-44.0","279.0","-379.0","-563.0","90","0"
"83.0","221.0","76.0","241.0","0","0","0","764.0","-185.0","8544.0","-15.0","11.0","11.0","341.0","-405.0","-563.0","90","0"
"82.0","217.0","87.0","122.0","0","0","0","551.0","1364.0","7805.0","-46.0","1342.0","5.0","331.0","-399.0","-549.0","90","0"
"82.0","218.0","74.0","135.0","0","0","0","-300.0","118.0","9129.0","-206.0","-2104.0","-238.0","330.0","-408.0","-552.0","90","0"
"82.0","222.0","76.0","134.0","0","0","0","289.0","-248.0","8786.0","-27.0","8.0","35.0","334.0","-406.0","-554.0","90","0"
"82.0","220.0","76.0","244.0","0","0","0","649.0","-204.0","8516.0","-19.0","28.0","11.0","332.0","-410.0","-554.0","90","0"
"82.0","218.0","75.0","110.0","0","0","0","684.0","-206.0","8552.0","-20.0","13.0","13.0","336.0","-406.0","-560.0","90","0"
"81.0","218.0","74.0","104.0","0","0","0","377.0","-241.0","8630.0","-5.0","72.0","47.0","337.0","-399.0","-541.0","90","1"
"82.0","218.0","88.0","104.0","0","0","0","-3.0","-139.0","8625.0","-11.0","51.0","-35.0","332.0","-400.0","-554.0","90","1"
"79.0","92.0","75.0","108.0","0","0","0","398.0","-229.0","8551.0","-7.0","-13.0","118.0","331.0","-393.0","-551.0","90","1"
"77.0","216.0","111.0","10.0","0","0","0","453.0","-264.0","8542.0","-22.0","46.0","114.0","322.0","-404.0","-546.0","90","1"
"72.0","222.0","110.0","11.0","0","0","0","641.0","-232.0","8642.0","-31.0","-23.0","145.0","324.0","-404.0","-538.0","90","1"
"69.0","218.0","110.0","14.0","0","0","0","615.0","-100.0","8521.0","0.0","40.0","143.0","317.0","-401.0","-527.0","90","1"
"66.0","220.0","110.0","17.0","0","0","0","717.0","-219.0","8550.0","-17.0","43.0","196.0","311.0","-393.0","-527.0","90","1"
"62.0","217.0","126.0","22.0","0","0","0","747.0","-260.0","8427.0","7.0","13.0","146.0","300.0","-402.0","-518.0","90","1"
"59.0","217.0","111.0","26.0","0","0","0","685.0","-236.0","8581.0","45.0","59.0","145.0","283.0","-403.0","-529.0","90","1"
"55.0","216.0","110.0","30.0","0","0","0","710.0","-71.0","8600.0","-22.0","88.0","231.0","277.0","-401.0","-515.0","90","1"
"51.0","217.0","108.0","33.0","0","0","0","594.0","-237.0","8599.0","39.0","33.0","184.0","277.0","-389.0","-527.0","90","1"
"49.0","219.0","110.0","37.0","0","0","0","602.0","-239.0","8459.0","33.0","91.0","179.0","254.0","-392.0","-538.0","90","1"
"45.0","215.0","110.0","41.0","0","0","0","567.0","-173.0","8421.0","-20.0","32.0","195.0","259.0","-403.0","-525.0","90","1"
"42.0","208.0","107.0","44.0","0","0","0","506.0","-137.0","8674.0","-10.0","-44.0","161.0","255.0","-397.0","-535.0","90","1"
"38.0","214.0","123.0","48.0","0","0","0","495.0","-154.0","8560.0","-86.0","-129.0","275.0","243.0","-389.0","-537.0","90","1"
"35.0","213.0","124.0","51.0","0","0","0","704.0","-186.0","8444.0","-36.0","-33.0","227.0","249.0","-381.0","-545.0","90","1"
"31.0","216.0","123.0","53.0","0","0","0","653.0","-257.0","8509.0","17.0","158.0","167.0","248.0","-380.0","-556.0","90","1"
"28.0","213.0","118.0","57.0","0","0","0","773.0","-175.0","8534.0","-9.0","-3.0","213.0","258.0","-380.0","-554.0","90","0"
"26.0","208.0","127.0","60.0","0","0","0","1622.0","-390.0","8468.0","-20.0","-59.0","91.0","263.0","-379.0","-559.0","90","0"
"82.0","217.0","77.0","109.0","0","0","0","604.0","-195.0","8542.0","-15.0","20.0","-2.0","328.0","-408.0","-556.0","90","0"
"82.0","216.0","90.0","137.0","0","0","0","-297.0","-357.0","8213.0","-73.0","1220.0","561.0","324.0","-406.0","-558.0","90","0"
"81.0","218.0","77.0","131.0","0","0","0","1962.0","-64.0","8468.0","-42.0","-251.0","126.0","314.0","-408.0","-558.0","90","0"
"83.0","217.0","76.0","132.0","0","0","0","552.0","-208.0","8618.0","-20.0","-7.0","13.0","326.0","-408.0","-552.0","90","0"
"83.0","99.0","77.0","106.0","0","0","0","662.0","-195.0","8554.0","-18.0","16.0","12.0","328.0","-408.0","-556.0","90","0"
"83.0","216.0","76.0","110.0","0","0","0","421.0","-164.0","8624.0","-18.0","61.0","-1.0","314.0","-400.0","-556.0","90","1"
"82.0","218.0","78.0","103.0","0","0","0","-21.0","-170.0","8609.0","-45.0","53.0","56.0","318.0","-404.0","-556.0","90","1"
"79.0","216.0","78.0","104.0","0","0","0","335.0","-129.0","8560.0","-54.0","-65.0","112.0","316.0","-404.0","-552.0","90","1"
"76.0","214.0","117.0","8.0","0","0","0","556.0","-237.0","8504.0","-3.0","57.0","103.0","314.0","-408.0","-540.0","90","1"
"73.0","217.0","79.0","11.0","0","0","0","555.0","-197.0","8512.0","-40.0","113.0","154.0","310.0","-408.0","-542.0","90","1"
"70.0","217.0","113.0","14.0","0","0","0","640.0","-211.0","8499.0","22.0","67.0","127.0","302.0","-406.0","-526.0","90","1"
"67.0","216.0","113.0","18.0","0","0","0","489.0","-229.0","8494.0","-15.0","34.0","184.0","289.0","-397.0","-517.0","90","1"
"63.0","215.0","112.0","22.0","0","0","0","522.0","-188.0","8536.0","9.0","53.0","151.0","287.0","-395.0","-523.0","90","1"
"60.0","215.0","112.0","26.0","0","0","0","572.0","-332.0","8560.0","-24.0","-71.0","199.0","280.0","-390.0","-520.0","90","1"
"56.0","214.0","114.0","31.0","0","0","0","710.0","-236.0","8497.0","-8.0","57.0","171.0","264.0","-396.0","-522.0","90","1"
"53.0","215.0","113.0","33.0","0","0","0","544.0","-194.0","8546.0","-26.0","14.0","218.0","254.0","-390.0","-530.0","90","1"
"50.0","120.0","131.0","38.0","0","0","0","664.0","-283.0","8535.0","21.0","-9.0","173.0","244.0","-392.0","-530.0","90","1"
"46.0","212.0","113.0","41.0","0","0","0","683.0","-210.0","8531.0","-38.0","124.0","158.0","253.0","-389.0","-533.0","90","1"
"43.0","212.0","120.0","44.0","0","0","0","687.0","-204.0","8570.0","3.0","4.0","197.0","251.0","-391.0","-539.0","90","1"
"39.0","209.0","130.0","47.0","0","0","0","536.0","-210.0","8640.0","-40.0","-107.0","227.0","243.0","-385.0","-533.0","90","1"
"36.0","209.0","128.0","51.0","0","0","0","662.0","-385.0","8558.0","34.0","36.0","210.0","240.0","-388.0","-544.0","90","1"
"33.0","209.0","120.0","55.0","0","0","0","750.0","-174.0","8517.0","-37.0","63.0","284.0","241.0","-387.0","-547.0","90","1"
"30.0","202.0","120.0","58.0","0","0","0","621.0","-245.0","8585.0","-21.0","96.0","175.0","250.0","-392.0","-548.0","90","1"
"27.0","206.0","136.0","63.0","0","0","0","862.0","-241.0","8499.0","54.0","-101.0","218.0","246.0","-388.0","-550.0","90","0"
"25.0","206.0","117.0","65.0","0","0","0","1578.0","-235.0","8552.0","-37.0","-32.0","79.0","258.0","-386.0","-542.0","90","0"
"86.0","208.0","97.0","172.0","0","0","0","694.0","-182.0","8545.0","-17.0","14.0","17.0","359.0","-409.0","-573.0","90","0"
"86.0","208.0","90.0","176.0","0","0","0","639.0","-172.0","8550.0","-18.0","19.0","9.0","362.0","-408.0","-570.0","90","0"
"86.0","207.0","88.0","77.0","0","0","0","686.0","-180.0","8548.0","-16.0","23.0","12.0","364.0","-398.0","-574.0","90","0"
"86.0","208.0","89.0","78.0","0","0","0","672.0","-177.0","8536.0","-19.0","16.0","14.0","361.0","-399.0","-575.0","90","0"
"86.0","208.0","89.0","76.0","0","0","0","634.0","-173.0","8552.0","-20.0","21.0","11.0","366.0","-394.0","-576.0","90","1"
"87.0","210.0","86.0","77.0","0","0","0","175.0","-142.0","8542.0","8.0","69.0","51.0","355.0","-407.0","-583.0","90","1"
"40.0","208.0","71.0","78.0","0","0","0","290.0","-157.0","8570.0","19.0","7.0","164.0","361.0","-407.0","-573.0","90","1"
"39.0","208.0","85.0","10.0","0","0","0","542.0","-158.0","8523.0","-29.0","41.0","182.0","356.0","-396.0","-576.0","90","1"
"38.0","212.0","84.0","10.0","0","0","0","635.0","-242.0","8592.0","-34.0","86.0","208.0","350.0","-404.0","-556.0","90","1"
"75.0","208.0","85.0","12.0","0","0","0","549.0","-335.0","8641.0","-52.0","49.0","234.0","345.0","-403.0","-545.0","90","1"
"72.0","210.0","83.0","15.0","0","0","0","528.0","-274.0","8475.0","-40.0","16.0","216.0","355.0","-411.0","-545.0","90","1"
"68.0","214.0","84.0","20.0","0","0","0","661.0","-117.0","8647.0","7.0","-10.0","126.0","341.0","-409.0","-529.0","90","1"
"64.0","209.0","84.0","24.0","0","0","0","590.0","-154.0","8509.0","-14.0","5.0","179.0","331.0","-397.0","-525.0","90","1"
"61.0","210.0","84.0","29.0","0","0","0","562.0","-178.0","8676.0","-21.0","-58.0","218.0","315.0","-401.0","-527.0","90","1"
"57.0","211.0","85.0","33.0","0","0","0","790.0","-338.0","8617.0","65.0","7.0","209.0","309.0","-401.0","-523.0","90","1"
"54.0","211.0","86.0","38.0","0","0","0","713.0","-166.0","8482.0","14.0","152.0","194.0","292.0","-404.0","-528.0","90","1"
"50.0","210.0","149.0","42.0","0","0","0","592.0","-166.0","8616.0","21.0","-78.0","238.0","286.0","-404.0","-528.0","90","1"
"47.0","211.0","115.0","46.0","0","0","0","632.0","-246.0","8544.0","17.0","85.0","202.0","282.0","-408.0","-538.0","90","1"
"43.0","211.0","114.0","52.0","0","0","0","692.0","-213.0","8520.0","8.0","-5.0","197.0","269.0","-403.0","-535.0","90","1"
"40.0","210.0","116.0","65.0","0","0","0","506.0","-287.0","8541.0","7.0","-15.0","264.0","273.0","-399.0","-531.0","90","1"
"37.0","208.0","113.0","112.0","0","0","0","719.0","-196.0","8600.0","-60.0","82.0","306.0","273.0","-401.0","-531.0","90","1"
"33.0","211.0","113.0","131.0","0","0","0","668.0","-312.0","8633.0","-5.0","-25.0","237.0","263.0","-393.0","-549.0","90","1"
"30.0","211.0","128.0","122.0","0","0","0","523.0","-266.0","8394.0","32.0","39.0","268.0","263.0","-385.0","-551.0","90","1"
"26.0","210.0","126.0","135.0","0","0","0","887.0","-227.0","8440.0","28.0","22.0","219.0","278.0","-392.0","-556.0","90","0"
"24.0","112.0","131.0","120.0","0","0","0","1613.0","-283.0","8501.0","-22.0","-40.0","109.0","287.0","-391.0","-559.0","90","0"
"25.0","211.0","153.0","131.0","0","0","0","147.0","-125.0","8521.0","-27.0","-12.0","10.0","285.0","-385.0","-565.0","90","0"
"89.0","203.0","86.0","119.0","0","0","0","668.0","-172.0","8551.0","-19.0","14.0","13.0","333.0","-403.0","-577.0","90","0"
"89.0","202.0","86.0","103.0","0","0","0","648.0","-177.0","8551.0","-18.0","20.0","12.0","333.0","-411.0","-579.0","90","0"
"89.0","201.0","87.0","128.0","0","0","0","688.0","-143.0","8551.0","-22.0","9.0","7.0","336.0","-406.0","-580.0","90","0"
"89.0","201.0","87.0","106.0","0","0","0","660.0","-179.0","8539.0","-19.0","23.0","12.0","339.0","-415.0","-575.0","90","0"
"88.0","205.0","86.0","104.0","0","0","0","670.0","-177.0","8540.0","-17.0","20.0","13.0","332.0","-406.0","-572.0","90","0"
"89.0","203.0","87.0","105.0","0","0","0","659.0","-175.0","8539.0","-18.0","20.0","14.0","329.0","-399.0","-581.0","90","0"
"89.0","202.0","86.0","107.0","0","0","0","639.0","-166.0","8525.0","-18.0","20.0","15.0","337.0","-407.0","-575.0","90","1"
"88.0","205.0","87.0","120.0","0","0","0","120.0","-134.0","8620.0","6.0","11.0","15.0","333.0","-403.0","-581.0","90","1"
"86.0","205.0","86.0","190.0","0","0","0","389.0","-232.0","8555.0","7.0","-4.0","174.0","332.0","-420.0","-564.0","90","1"
"83.0","205.0","87.0","106.0","0","0","0","559.0","-244.0","8592.0","-11.0","105.0","215.0","328.0","-412.0","-564.0","90","1"
"79.0","205.0","86.0","12.0","0","0","0","560.0","-248.0","8615.0","4.0","-81.0","178.0","322.0","-398.0","-556.0","90","1"
"77.0","202.0","85.0","14.0","0","0","0","517.0","-183.0","8557.0","-17.0","81.0","218.0","323.0","-411.0","-551.0","90","1"
"72.0","205.0","89.0","17.0","0","0","0","623.0","-220.0","8381.0","-34.0","71.0","201.0","326.0","-408.0","-532.0","90","1"
"69.0","205.0","88.0","23.0","0","0","0","544.0","-235.0","8563.0","-1.0","-78.0","206.0","313.0","-409.0","-533.0","90","1"
"65.0","208.0","89.0","124.0","0","0","0","736.0","-169.0","8497.0","-50.0","33.0","176.0","303.0","-405.0","-519.0","90","1"
"62.0","206.0","108.0","103.0","0","0","0","591.0","-190.0","8414.0","-6.0","24.0","97.0","294.0","-400.0","-528.0","90","1"
"59.0","205.0","106.0","107.0","0","0","0","645.0","-115.0","8558.0","-54.0","-13.0","230.0","282.0","-402.0","-518.0","90","1"
"56.0","173.0","136.0","117.0","0","0","0","725.0","-368.0","8636.0","28.0","-17.0","242.0","269.0","-397.0","-527.0","90","1"
"52.0","204.0","139.0","112.0","0","0","0","756.0","-309.0","8511.0","-30.0","-10.0","230.0","261.0","-395.0","-519.0","90","1"
"48.0","202.0","138.0","118.0","0","0","0","654.0","-283.0","8586.0","43.0","83.0","191.0","261.0","-399.0","-533.0","90","1"
"45.0","204.0","125.0","110.0","0","0","0","536.0","-163.0","8581.0","35.0","68.0","192.0","248.0","-404.0","-536.0","90","1"
"41.0","202.0","137.0","110.0","0","0","0","780.0","-261.0","8701.0","9.0","46.0","188.0","248.0","-402.0","-536.0","90","1"
"37.0","201.0","138.0","116.0","0","0","0","598.0","-172.0","8588.0","-70.0","104.0","315.0","238.0","-396.0","-544.0","90","1"
"34.0","200.0","137.0","115.0","0","0","0","495.0","-173.0","8733.0","-8.0","4.0","191.0","246.0","-402.0","-544.0","90","1"
"30.0","162.0","153.0","114.0","0","0","0","578.0","-120.0","8491.0","13.0","-62.0","203.0","241.0","-401.0","-551.0","90","1"
"27.0","120.0","86.0","111.0","0","0","0","726.0","-155.0","8361.0","-5.0","171.0","197.0","247.0","-409.0","-549.0","90","0"
"25.0","121.0","85.0","109.0","0","0","0","1579.0","-190.0","8545.0","-23.0","-20.0","61.0","260.0","-408.0","-554.0","90","0"
"25.0","144.0","85.0","106.0","0","0","0","292.0","-205.0","8596.0","-18.0","102.0","-6.0","255.0","-405.0","-545.0","90","0"
"92.0","63.0","88.0","3070.0","0","0","0","656.0","-171.0","8545.0","-18.0","21.0","12.0","337.0","-411.0","-587.0","90","0"
"92.0","200.0","88.0","3029.0","0","0","0","658.0","-176.0","8542.0","-19.0","17.0","12.0","334.0","-406.0","-586.0","90","0"
"92.0","199.0","88.0","86.0","0","0","0","646.0","-184.0","8539.0","-17.0","18.0","10.0","338.0","-412.0","-582.0","90","0"
"92.0","201.0","88.0","84.0","0","0","0","647.0","-179.0","8545.0","-18.0","19.0","14.0","332.0","-406.0","-572.0","90","0"
"92.0","200.0","88.0","84.0","0","0","0","495.0","-229.0","8582.0","-13.0","44.0","45.0","337.0","-405.0","-583.0","90","1"
"91.0","200.0","89.0","86.0","0","0","0","125.0","-175.0","8604.0","-8.0","-97.0","99.0","337.0","-403.0","-579.0","90","1"
"86.0","201.0","87.0","149.0","0","0","0","588.0","-199.0","8602.0","-35.0","32.0","171.0","323.0","-401.0","-579.0","90","1"
"86.0","108.0","87.0","9.0","0","0","0","485.0","-199.0","8591.0","-2.0","81.0","234.0","334.0","-404.0","-576.0","90","1"
"82.0","202.0","87.0","11.0","0","0","0","478.0","-154.0","8382.0","6.0","114.0","163.0","327.0","-409.0","-567.0","90","1"
"78.0","207.0","86.0","14.0","1","0","0","576.0","-210.0","8559.0","-19.0","-19.0","190.0","332.0","-404.0","-554.0","90","1"
"76.0","203.0","88.0","19.0","0","0","0","609.0","-269.0","8602.0","51.0","14.0","171.0","329.0","-409.0","-555.0","90","1"
"69.0","204.0","88.0","118.0","0","0","0","470.0","-164.0","8333.0","-20.0","1.0","215.0","318.0","-410.0","-534.0","90","1"
"66.0","206.0","88.0","28.0","0","0","0","715.0","-129.0","8652.0","-8.0","-135.0","254.0","308.0","-410.0","-536.0","90","1"
"64.0","205.0","89.0","30.0","0","0","0","595.0","-245.0","8510.0","-126.0","-10.0","237.0","288.0","-412.0","-528.0","90","1"
"61.0","206.0","109.0","34.0","0","0","0","567.0","-296.0","8477.0","34.0","24.0","90.0","284.0","-404.0","-520.0","90","1"
"57.0","174.0","114.0","38.0","0","0","0","612.0","-144.0","8493.0","-91.0","6.0","225.0","277.0","-403.0","-523.0","90","1"
"55.0","204.0","121.0","42.0","0","0","0","754.0","-272.0","8620.0","53.0","24.0","241.0","269.0","-405.0","-535.0","90","1"
"52.0","203.0","150.0","45.0","0","0","0","848.0","-260.0","8606.0","-13.0","73.0","242.0","270.0","-402.0","-534.0","90","1"
"48.0","204.0","124.0","50.0","0","0","0","562.0","-232.0","8524.0","-12.0","150.0","249.0","257.0","-399.0","-539.0","90","1"
"45.0","201.0","123.0","52.0","0","0","0","480.0","-222.0","8523.0","12.0","23.0","207.0","254.0","-396.0","-538.0","90","1"
"41.0","202.0","129.0","55.0","0","0","0","664.0","-190.0","8523.0","18.0","-32.0","177.0","247.0","-397.0","-539.0","90","1"
"37.0","201.0","136.0","60.0","0","0","0","657.0","-331.0","8462.0","-21.0","70.0","297.0","246.0","-398.0","-548.0","90","1"
"34.0","200.0","140.0","63.0","0","0","0","538.0","-227.0","8503.0","22.0","17.0","253.0","247.0","-393.0","-539.0","90","1"
"31.0","199.0","158.0","67.0","0","0","0","753.0","-285.0","8563.0","57.0","-33.0","295.0","244.0","-388.0","-542.0","90","1"
"28.0","196.0","90.0","70.0","0","0","0","914.0","-173.0","8533.0","7.0","60.0","309.0","256.0","-398.0","-550.0","90","0"
"27.0","200.0","84.0","73.0","0","0","0","1546.0","-281.0","8611.0","-20.0","-1.0","70.0","244.0","-412.0","-548.0","90","0"
"26.0","198.0","87.0","72.0","0","0","0","98.0","-225.0","8545.0","-22.0","51.0","-35.0","244.0","-400.0","-550.0","90","0"
"26.0","199.0","86.0","72.0","0","0","0","461.0","-222.0","8562.0","-18.0","3.0","21.0","250.0","-400.0","-546.0","90","0"
"27.0","197.0","87.0","72.0","0","0","0","641.0","-203.0","8561.0","-18.0","14.0","14.0","244.0","-396.0","-544.0","90","0"
"93.0","201.0","89.0","128.0","0","0","0","665.0","-188.0","8532.0","-20.0","17.0","12.0","341.0","-405.0","-587.0","90","0"
"91.0","202.0","87.0","109.0","0","0","0","653.0","-187.0","8552.0","-17.0","19.0","14.0","340.0","-412.0","-582.0","90","0"
"92.0","199.0","88.0","134.0","0","0","0","677.0","-174.0","8547.0","-16.0","24.0","17.0","339.0","-417.0","-575.0","90","0"
"93.0","200.0","89.0","115.0","0","0","0","660.0","-188.0","8542.0","-18.0","14.0","13.0","337.0","-415.0","-571.0","90","0"
"92.0","201.0","88.0","120.0","0","0","0","652.0","-187.0","8546.0","-15.0","23.0","11.0","338.0","-410.0","-588.0","90","0"
"92.0","203.0","89.0","107.0","0","0","0","654.0","-179.0","8540.0","-18.0","22.0","13.0","334.0","-414.0","-572.0","90","1"
"91.0","200.0","88.0","120.0","0","0","0","145.0","-142.0","8687.0","-31.0","-53.0","107.0","345.0","-403.0","-579.0","90","1"
"88.0","204.0","87.0","130.0","0","0","0","503.0","-173.0","8614.0","10.0","54.0","140.0","334.0","-406.0","-584.0","90","1"
"85.0","207.0","86.0","9.0","0","0","0","487.0","-216.0","8521.0","-7.0","39.0","175.0","329.0","-407.0","-573.0","90","1"
"82.0","206.0","86.0","12.0","0","0","0","443.0","-168.0","8521.0","10.0","38.0","214.0","334.0","-418.0","-560.0","90","1"
"79.0","204.0","87.0","15.0","0","0","0","861.0","-203.0","8592.0","30.0","-11.0","120.0","330.0","-406.0","-556.0","90","1"
"74.0","205.0","87.0","20.0","0","0","0","630.0","-16.0","8471.0","16.0","41.0","134.0","339.0","-409.0","-541.0","90","1"
"71.0","206.0","86.0","24.0","0","0","0","615.0","-217.0","8753.0","-48.0","40.0","238.0","321.0","-399.0","-537.0","90","1"
"65.0","206.0","88.0","27.0","0","0","0","646.0","-195.0","8580.0","27.0","-151.0","227.0","318.0","-398.0","-526.0","90","1"
